cell_name,cycle_no,step_no,step_name,c_rate,auc_ahv
RD_RateCapability_0043,2,10,CC_DChg,-0.1999673066666666,111.52067025300003
RD_RateCapability_0043,2,14,CC_DChg,-0.29996604,107.89784302650003
RD_RateCapability_0043,2,18,CC_DChg,-0.3999668133333333,105.3206519645
RD_RateCapability_0043,2,22,CC_DChg,-0.49996628,103.89072029100002
RD_RateCapability_0043,3,4,CCCV_Chg,0.1008952733333333,48.782732657
RD_RateCapability_0043,3,8,CCCV_Chg,0.1999961866666667,45.872739791999976
RD_RateCapability_0043,3,12,CCCV_Chg,0.3000166266666667,43.46420336700002
RD_RateCapability_0043,3,16,CCCV_Chg,0.39999552,40.81162018199998
RD_RateCapability_0043,3,20,CCCV_Chg,0.5000030333333334,39.14311658199999
RD_RateCapability_0043,3,6,CC_DChg,0.0,114.65555745900001
RD_RateCapability_0043,3,10,CC_DChg,-0.1999669933333333,110.81424112250002
RD_RateCapability_0043,3,14,CC_DChg,-0.2999667666666666,107.94488616699999
RD_RateCapability_0043,3,18,CC_DChg,0.0,105.62850479100003
RD_RateCapability_0043,3,22,CC_DChg,-0.4999670599999999,104.00062546799998
RD_RateCapability_0046,1,4,CCCV_Chg,0.0999975666666666,48.85309059899999
RD_RateCapability_0046,1,8,CCCV_Chg,0.20000156,46.59773126149999
RD_RateCapability_0046,1,12,CCCV_Chg,0.2999998533333333,44.42603804399998
RD_RateCapability_0046,1,16,CCCV_Chg,0.40001258,42.375596632000025
RD_RateCapability_0046,1,20,CCCV_Chg,0.5000306466666667,40.72657359749997
RD_RateCapability_0046,1,2,CC_DChg,-0.3333002866666666,106.52180924750002
RD_RateCapability_0046,1,6,CC_DChg,-0.0999662866666666,114.85607227549995
RD_RateCapability_0046,1,10,CC_DChg,-0.1999660933333333,111.8348978445
RD_RateCapability_0046,1,14,CC_DChg,-0.2999660333333333,109.08326028299997
RD_RateCapability_0046,1,18,CC_DChg,-0.3999669066666667,107.06604635350001
RD_RateCapability_0046,1,22,CC_DChg,-0.4999664866666666,105.08076021999996
RD_RateCapability_0046,2,4,CCCV_Chg,0.0999987066666666,48.83647180449997
RD_RateCapability_0046,2,8,CCCV_Chg,0.199998,46.95494702299999
RD_RateCapability_0046,2,12,CCCV_Chg,0.2999957066666666,44.89966857449997
RD_RateCapability_0046,2,16,CCCV_Chg,0.4000013866666667,42.42151066249998
RD_RateCapability_0046,2,20,CCCV_Chg,0.5000428733333334,40.650612754999976
RD_RateCapability_0046,2,6,CC_DChg,-0.0999673066666666,115.02682281399997
RD_RateCapability_0046,2,10,CC_DChg,-0.19996678,112.20578858549999
RD_RateCapability_0046,2,14,CC_DChg,-0.2999666333333333,109.17994606150003
RD_RateCapability_0046,2,18,CC_DChg,-0.3999663066666666,107.00952522250002
RD_RateCapability_0046,2,22,CC_DChg,-0.49996612,105.70874850299995
RD_RateCapability_0046,3,4,CCCV_Chg,0.1000104066666666,49.326223877500006
RD_RateCapability_0046,3,8,CCCV_Chg,0.2000018,46.7758433095
RD_RateCapability_0046,3,12,CCCV_Chg,0.3000051999999999,44.82059916749997
RD_RateCapability_0046,3,16,CCCV_Chg,0.4000143933333333,42.642303125
RD_RateCapability_0046,3,20,CCCV_Chg,0.5000075599999999,41.22043909549997
RD_RateCapability_0046,3,6,CC_DChg,0.0,114.99751855399997
RD_RateCapability_0046,3,10,CC_DChg,-0.1999664466666666,111.84022507750001
RD_RateCapability_0046,3,14,CC_DChg,-0.2999664066666667,109.48595269349994
RD_RateCapability_0046,3,18,CC_DChg,0.0,107.587083765
RD_RateCapability_0046,3,22,CC_DChg,-0.4999668466666666,105.99219550099997
RD_RateCapability_0049,1,4,CCCV_Chg,0.0999988,46.74015185100001
RD_RateCapability_0049,1,8,CCCV_Chg,0.19999652,43.70220256599999
RD_RateCapability_0049,1,12,CCCV_Chg,0.30000054,41.407211934000024
RD_RateCapability_0049,1,16,CCCV_Chg,0.39999638,39.36592281800004
